global_index,waypoint_id,edge_id,path_id,node_from,node_to,s_m,x,y,yaw,kappa,v_mps,speed_limit_mps,behavior,direction
516,WP_E_C-009_F_000003,E_C-009_F,C-009,N0014,N0020,0.599,-19.027,9.899,-1.2068,0.452977,1.0,1.0,follow,forward
517,WP_E_C-009_F_000004,E_C-009_F,C-009,N0014,N0020,0.799,-18.955,9.713,-1.0362,0.428731,1.0,1.0,follow,forward
518,WP_E_C-009_F_000005,E_C-009_F,C-009,N0014,N0020,0.999,-18.854,9.541,-0.8879,0.372065,1.0,1.0,follow,forward
519,WP_E_C-009_F_000006,E_C-009_F,C-009,N0014,N0020,1.199,-18.728,9.386,-0.7661,0.305416,1.0,1.0,follow,forward
520,WP_E_C-009_F_000007,E_C-009_F,C-009,N0014,N0020,1.399,-18.584,9.247,-0.6686,0.244188,1.0,1.0,follow,forward
521,WP_E_C-009_F_000008,E_C-009_F,C-009,N0014,N0020,1.598,-18.427,9.123,-0.5909,0.194335,1.0,1.0,follow,forward
522,WP_E_C-009_F_000009,E_C-009_F,C-009,N0014,N0020,1.798,-18.261,9.012,-0.5288,0.155444,1.0,1.0,follow,forward
523,WP_E_C-009_F_000010,E_C-009_F,C-009,N0014,N0020,1.998,-18.088,8.911,-0.4786,0.125585,1.0,1.0,follow,forward
524,WP_E_C-009_F_000011,E_C-009_F,C-009,N0014,N0020,2.198,-17.91,8.819,-0.4376,0.102543,1.0,1.0,follow,forward
525,WP_E_C-009_F_000012,E_C-009_F,C-009,N0014,N0020,2.398,-17.729,8.734,-0.4037,0.08465,1.0,1.0,follow,forward
526,WP_E_C-009_F_000013,E_C-009_F,C-009,N0014,N0020,2.598,-17.545,8.656,-0.3755,0.070509,1.0,1.0,follow,forward
527,WP_E_C-009_F_000014,E_C-009_F,C-009,N0014,N0020,2.798,-17.359,8.582,-0.3519,0.059178,1.0,1.0,follow,forward
528,WP_E_C-009_F_000015,E_C-009_F,C-009,N0014,N0020,2.998,-17.172,8.513,-0.3319,0.049996,1.0,1.0,follow,forward
529,WP_E_C-009_F_000016,E_C-009_F,C-009,N0014,N0020,3.198,-16.983,8.448,-0.3149,0.042387,1.0,1.0,follow,forward
530,WP_E_C-009_F_000017,E_C-009_F,C-009,N0014,N0020,3.398,-16.792,8.386,-0.3033,0.035228,1.0,1.0,follow,forward
531,WP_E_C-009_F_000018,E_C-009_F,C-009,N0014,N0020,3.528,-16.669,8.348,-0.3033,0.035228,1.0,1.0,follow,forward
532,WP_E_C-015_F_000000,E_C-015_F,C-015,N0020,N0015,0.0,-16.669,8.348,-0.2883,0.072713,1.0,1.0,follow,forward
533,WP_E_C-015_F_000001,E_C-015_F,C-015,N0020,N0015,0.2,-16.477,8.291,-0.2592,0.072713,1.0,1.0,follow,forward
534,WP_E_C-015_F_000002,E_C-015_F,C-015,N0020,N0015,0.4,-16.284,8.239,-0.2407,0.046367,1.0,1.0,follow,forward
535,WP_E_C-015_F_000003,E_C-015_F,C-015,N0020,N0015,0.6,-16.09,8.192,-0.2282,0.031277,1.0,1.0,follow,forward
536,WP_E_C-015_F_000004,E_C-015_F,C-015,N0020,N0015,0.8,-15.895,8.146,-0.2196,0.021437,1.0,1.0,follow,forward
537,WP_E_C-015_F_000005,E_C-015_F,C-015,N0020,N0015,1.0,-15.7,8.103,-0.2138,0.01438,1.0,1.0,follow,forward
538,WP_E_C-015_F_000006,E_C-015_F,C-015,N0020,N0015,1.2,-15.504,8.06,-0.2103,0.008848,1.0,1.0,follow,forward
539,WP_E_C-015_F_000007,E_C-015_F,C-015,N0020,N0015,1.4,-15.309,8.019,-0.2086,0.004151,1.0,1.0,follow,forward
540,WP_E_C-015_F_000008,E_C-015_F,C-015,N0020,N0015,1.6,-15.113,7.977,-0.2087,-0.000181,1.0,1.0,follow,forward
541,WP_E_C-015_F_000009,E_C-015_F,C-015,N0020,N0015,1.8,-14.917,7.936,-0.2105,-0.004519,1.0,1.0,follow,forward
542,WP_E_C-015_F_000010,E_C-015_F,C-015,N0020,N0015,2.0,-14.722,7.894,-0.2142,-0.009235,1.0,1.0,follow,forward
543,WP_E_C-015_F_000011,E_C-015_F,C-015,N0020,N0015,2.2,-14.526,7.852,-0.2194,-0.013929,1.0,1.0,follow,forward
544,WP_E_C-015_F_000012,E_C-015_F,C-015,N0020,N0015,2.375,-14.356,7.813,-0.2194,-0.013929,1.0,1.0,follow,forward
545,WP_E_C-011_F_000000,E_C-011_F,C-011,N0010,N0017,0.0,-3.161,11.772,-3.0616,0.229902,1.0,1.0,follow,forward
546,WP_E_C-011_F_000001,E_C-011_F,C-011,N0010,N0017,0.2,-3.36,11.756,-2.9698,0.229902,1.0,1.0,follow,forward
547,WP_E_C-011_F_000002,E_C-011_F,C-011,N0010,N0017,0.4,-3.557,11.722,-2.8785,0.228522,1.0,1.0,follow,forward
548,WP_E_C-011_F_000003,E_C-011_F,C-011,N0010,N0017,0.6,-3.75,11.67,-2.7893,0.223196,1.0,1.0,follow,forward
549,WP_E_C-011_F_000004,E_C-011_F,C-011,N0010,N0017,0.8,-3.938,11.601,-2.7035,0.214811,1.0,1.0,follow,forward
550,WP_E_C-011_F_000005,E_C-011_F,C-011,N0010,N0017,1.0,-4.119,11.516,-2.6218,0.204376,1.0,1.0,follow,forward
551,WP_E_C-011_F_000006,E_C-011_F,C-011,N0010,N0017,1.2,-4.293,11.416,-2.5448,0.192864,1.0,1.0,follow,forward
552,WP_E_C-011_F_000007,E_C-011_F,C-011,N0010,N0017,1.4,-4.458,11.304,-2.4723,0.181242,1.0,1.0,follow,forward
553,WP_E_C-011_F_000008,E_C-011_F,C-011,N0010,N0017,1.6,-4.615,11.18,-2.4044,0.169944,1.0,1.0,follow,forward
554,WP_E_C-011_F_000009,E_C-011_F,C-011,N0010,N0017,1.8,-4.763,11.046,-2.3408,0.159215,1.0,1.0,follow,forward
555,WP_E_C-011_F_000010,E_C-011_F,C-011,N0010,N0017,1.999,-4.902,10.902,-2.2808,0.150048,1.0,1.0,follow,forward
556,WP_E_C-011_F_000011,E_C-011_F,C-011,N0010,N0017,2.199,-5.032,10.75,-2.2243,0.141443,1.0,1.0,follow,forward
557,WP_E_C-011_F_000012,E_C-011_F,C-011,N0010,N0017,2.399,-5.154,10.592,-2.1704,0.134702,1.0,1.0,follow,forward
558,WP_E_C-011_F_000013,E_C-011_F,C-011,N0010,N0017,2.599,-5.267,10.427,-2.119,0.12858,1.0,1.0,follow,forward
559,WP_E_C-011_F_000014,E_C-011_F,C-011,N0010,N0017,2.799,-5.371,10.256,-2.0695,0.12381,1.0,1.0,follow,forward
560,WP_E_C-011_F_000015,E_C-011_F,C-011,N0010,N0017,2.999,-5.467,10.08,-2.0214,0.120169,1.0,1.0,follow,forward
561,WP_E_C-011_F_000016,E_C-011_F,C-011,N0010,N0017,3.199,-5.554,9.9,-1.9744,0.117566,1.0,1.0,follow,forward
562,WP_E_C-011_F_000017,E_C-011_F,C-011,N0010,N0017,3.399,-5.632,9.716,-1.9281,0.115976,1.0,1.0,follow,forward
563,WP_E_C-011_F_000018,E_C-011_F,C-011,N0010,N0017,3.599,-5.702,9.529,-1.8819,0.115386,1.0,1.0,follow,forward
564,WP_E_C-011_F_000019,E_C-011_F,C-011,N0010,N0017,3.799,-5.763,9.339,-1.8356,0.115854,1.0,1.0,follow,forward
565,WP_E_C-011_F_000020,E_C-011_F,C-011,N0010,N0017,3.999,-5.816,9.146,-1.7887,0.117327,1.0,1.0,follow,forward
566,WP_E_C-011_F_000021,E_C-011_F,C-011,N0010,N0017,4.199,-5.859,8.95,-1.7408,0.119765,1.0,1.0,follow,forward
567,WP_E_C-011_F_000022,E_C-011_F,C-011,N0010,N0017,4.399,-5.893,8.753,-1.6915,0.123354,1.0,1.0,follow,forward
568,WP_E_C-011_F_000023,E_C-011_F,C-011,N0010,N0017,4.599,-5.917,8.555,-1.6402,0.128185,1.0,1.0,follow,forward
569,WP_E_C-011_F_000024,E_C-011_F,C-011,N0010,N0017,4.799,-5.931,8.355,-1.5865,0.134517,1.0,1.0,follow,forward
570,WP_E_C-011_F_000025,E_C-011_F,C-011,N0010,N0017,4.999,-5.934,8.155,-1.5298,0.141712,1.0,1.0,follow,forward
571,WP_E_C-011_F_000026,E_C-011_F,C-011,N0010,N0017,5.199,-5.926,7.956,-1.4695,0.150857,1.0,1.0,follow,forward
572,WP_E_C-011_F_000027,E_C-011_F,C-011,N0010,N0017,5.399,-5.905,7.757,-1.405,0.161359,1.0,1.0,follow,forward
573,WP_E_C-011_F_000028,E_C-011_F,C-011,N0010,N0017,5.599,-5.872,7.559,-1.3358,0.173236,1.0,1.0,follow,forward
574,WP_E_C-011_F_000029,E_C-011_F,C-011,N0010,N0017,5.799,-5.826,7.365,-1.2612,0.186649,1.0,1.0,follow,forward
575,WP_E_C-011_F_000030,E_C-011_F,C-011,N0010,N0017,5.999,-5.765,7.175,-1.1809,0.20092,1.0,1.0,follow,forward
576,WP_E_C-011_F_000031,E_C-011_F,C-011,N0010,N0017,6.199,-5.689,6.99,-1.0949,0.215351,1.0,1.0,follow,forward
577,WP_E_C-011_F_000032,E_C-011_F,C-011,N0010,N0017,6.399,-5.597,6.812,-1.0033,0.229482,1.0,1.0,follow,forward
578,WP_E_C-011_F_000033,E_C-011_F,C-011,N0010,N0017,6.598,-5.49,6.643,-0.907,0.241155,1.0,1.0,follow,forward
579,WP_E_C-011_F_000034,E_C-011_F,C-011,N0010,N0017,6.798,-5.367,6.486,-0.8074,0.249441,1.0,1.0,follow,forward
580,WP_E_C-011_F_000035,E_C-011_F,C-011,N0010,N0017,6.998,-5.229,6.342,-0.7063,0.253214,1.0,1.0,follow,forward
581,WP_E_C-011_F_000036,E_C-011_F,C-011,N0010,N0017,7.198,-5.077,6.212,-0.606,0.250955,1.0,1.0,follow,forward
582,WP_E_C-011_F_000037,E_C-011_F,C-011,N0010,N0017,7.398,-4.912,6.098,-0.5722,0.155578,1.0,1.0,follow,forward
583,WP_E_C-011_F_000038,E_C-011_F,C-011,N0010,N0017,7.416,-4.897,6.088,-0.5722,0.155578,1.0,1.0,follow,forward
584,WP_E_C-013_F_000000,E_C-013_F,C-013,N0017,N0003,0.0,-4.897,6.088,3.0585,0.121306,1.0,1.0,follow,forward
585,WP_E_C-013_F_000001,E_C-013_F,C-013,N0017,N0003,0.2,-5.097,6.105,3.107,0.121306,1.0,1.0,follow,forward
586,WP_E_C-013_F_000002,E_C-013_F,C-013,N0017,N0003,0.4,-5.296,6.112,-3.1274,0.122065,1.0,1.0,follow,forward
587,WP_E_C-013_F_000003,E_C-013_F,C-013,N0017,N0003,0.6,-5.496,6.109,-3.0781,0.123324,1.0,1.0,follow,forward
588,WP_E_C-013_F_000004,E_C-013_F,C-013,N0017,N0003,0.8,-5.696,6.096,-3.0285,0.124016,1.0,1.0,follow,forward
589,WP_E_C-013_F_000005,E_C-013_F,C-013,N0017,N0003,1.0,-5.895,6.074,-2.9784,0.125291,1.0,1.0,follow,forward
590,WP_E_C-013_F_000006,E_C-013_F,C-013,N0017,N0003,1.2,-6.092,6.041,-2.9277,0.126868,1.0,1.0,follow,forward
591,WP_E_C-013_F_000007,E_C-013_F,C-013,N0017,N0003,1.4,-6.287,5.999,-2.8762,0.12874,1.0,1.0,follow,forward
592,WP_E_C-013_F_000008,E_C-013_F,C-013,N0017,N0003,1.6,-6.48,5.946,-2.8238,0.130988,1.0,1.0,follow,forward
593,WP_E_C-013_F_000009,E_C-013_F,C-013,N0017,N0003,1.8,-6.67,5.884,-2.7704,0.133691,1.0,1.0,follow,forward
594,WP_E_C-013_F_000010,E_C-013_F,C-013,N0017,N0003,2.0,-6.857,5.811,-2.7155,0.137148,1.0,1.0,follow,forward
595,WP_E_C-013_F_000011,E_C-013_F,C-013,N0017,N0003,2.2,-7.039,5.729,-2.659,0.141387,1.0,1.0,follow,forward
596,WP_E_C-013_F_000012,E_C-013_F,C-013,N0017,N0003,2.4,-7.216,5.636,-2.6005,0.146263,1.0,1.0,follow,forward
597,WP_E_C-013_F_000013,E_C-013_F,C-013,N0017,N0003,2.6,-7.387,5.533,-2.5397,0.152114,1.0,1.0,follow,forward
598,WP_E_C-013_F_000014,E_C-013_F,C-013,N0017,N0003,2.8,-7.552,5.42,-2.4762,0.159049,1.0,1.0,follow,forward
599,WP_E_C-013_F_000015,E_C-013_F,C-013,N0017,N0003,3.0,-7.709,5.296,-2.4094,0.167029,1.0,1.0,follow,forward
600,WP_E_C-013_F_000016,E_C-013_F,C-013,N0017,N0003,3.2,-7.858,5.163,-2.339,0.176075,1.0,1.0,follow,forward
601,WP_E_C-013_F_000017,E_C-013_F,C-013,N0017,N0003,3.399,-7.997,5.019,-2.2645,0.186502,1.0,1.0,follow,forward
602,WP_E_C-013_F_000018,E_C-013_F,C-013,N0017,N0003,3.599,-8.125,4.865,-2.1856,0.197578,1.0,1.0,follow,forward
603,WP_E_C-013_F_000019,E_C-013_F,C-013,N0017,N0003,3.799,-8.24,4.702,-2.1019,0.209392,1.0,1.0,follow,forward
604,WP_E_C-013_F_000020,E_C-013_F,C-013,N0017,N0003,3.999,-8.341,4.529,-2.0135,0.221419,1.0,1.0,follow,forward
605,WP_E_C-013_F_000021,E_C-013_F,C-013,N0017,N0003,4.199,-8.427,4.349,-1.9205,0.232765,1.0,1.0,follow,forward
606,WP_E_C-013_F_000022,E_C-013_F,C-013,N0017,N0003,4.399,-8.496,4.161,-1.8237,0.242504,1.0,1.0,follow,forward
607,WP_E_C-013_F_000023,E_C-013_F,C-013,N0017,N0003,4.599,-8.546,3.967,-1.724,0.249669,1.0,1.0,follow,forward
608,WP_E_C-013_F_000024,E_C-013_F,C-013,N0017,N0003,4.799,-8.576,3.77,-1.6231,0.252874,1.0,1.0,follow,forward
609,WP_E_C-013_F_000025,E_C-013_F,C-013,N0017,N0003,4.999,-8.587,3.57,-1.5225,0.251872,1.0,1.0,follow,forward
610,WP_E_C-013_F_000026,E_C-013_F,C-013,N0017,N0003,5.199,-8.577,3.371,-1.4243,0.246025,1.0,1.0,follow,forward
611,WP_E_C-013_F_000027,E_C-013_F,C-013,N0017,N0003,5.398,-8.548,3.173,-1.3299,0.236307,1.0,1.0,follow,forward
612,WP_E_C-013_F_000028,E_C-013_F,C-013,N0017,N0003,5.598,-8.5,2.979,-1.2407,0.223325,1.0,1.0,follow,forward
613,WP_E_C-013_F_000029,E_C-013_F,C-013,N0017,N0003,5.798,-8.435,2.79,-1.1574,0.208609,1.0,1.0,follow,forward
614,WP_E_C-013_F_000030,E_C-013_F,C-013,N0017,N0003,5.998,-8.355,2.607,-1.0805,0.192415,1.0,1.0,follow,forward
615,WP_E_C-013_F_000031,E_C-013_F,C-013,N0017,N0003,6.198,-8.261,2.43,-1.0099,0.17653,1.0,1.0,follow,forward
616,WP_E_C-013_F_000032,E_C-013_F,C-013,N0017,N0003,6.398,-8.154,2.261,-0.9455,0.161202,1.0,1.0,follow,forward
617,WP_E_C-013_F_000033,E_C-013_F,C-013,N0017,N0003,6.598,-8.037,2.099,-0.8868,0.146786,1.0,1.0,follow,forward
618,WP_E_C-013_F_000034,E_C-013_F,C-013,N0017,N0003,6.798,-7.911,1.944,-0.8335,0.133466,1.0,1.0,follow,forward
619,WP_E_C-013_F_000035,E_C-013_F,C-013,N0017,N0003,6.998,-7.777,1.796,-0.7848,0.121692,1.0,1.0,follow,forward
620,WP_E_C-013_F_000036,E_C-013_F,C-013,N0017,N0003,7.198,-7.635,1.654,-0.7404,0.111102,1.0,1.0,follow,forward
621,WP_E_C-013_F_000037,E_C-013_F,C-013,N0017,N0003,7.398,-7.487,1.52,-0.7,0.101132,1.0,1.0,follow,forward
622,WP_E_C-013_F_000038,E_C-013_F,C-013,N0017,N0003,7.598,-7.334,1.391,-0.6867,0.060684,1.0,1.0,follow,forward
623,WP_E_C-013_F_000039,E_C-013_F,C-013,N0017,N0003,7.616,-7.321,1.379,-0.6867,0.060684,1.0,1.0,follow,forward
624,WP_E_C-016_F_000000,E_C-016_F,C-016,N0012,N0020,0.0,-13.027,12.984,-2.8522,0.031975,1.0,1.0,follow,forward
625,WP_E_C-016_F_000001,E_C-016_F,C-016,N0012,N0020,0.2,-13.219,12.927,-2.8394,0.031975,1.0,1.0,follow,forward
626,WP_E_C-016_F_000002,E_C-016_F,C-016,N0012,N0020,0.4,-13.409,12.868,-2.8258,0.034244,1.0,1.0,follow,forward
627,WP_E_C-016_F_000003,E_C-016_F,C-016,N0012,N0020,0.6,-13.6,12.805,-2.8111,0.036686,1.0,1.0,follow,forward
628,WP_E_C-016_F_000004,E_C-016_F,C-016,N0012,N0020,0.8,-13.789,12.74,-2.7954,0.039315,1.0,1.0,follow,forward
629,WP_E_C-016_F_000005,E_C-016_F,C-016,N0012,N0020,1.0,-13.977,12.673,-2.7785,0.042194,1.0,1.0,follow,forward
630,WP_E_C-016_F_000006,E_C-016_F,C-016,N0012,N0020,1.2,-14.164,12.602,-2.7602,0.045586,1.0,1.0,follow,forward
631,WP_E_C-016_F_000007,E_C-016_F,C-016,N0012,N0020,1.4,-14.349,12.527,-2.7406,0.049231,1.0,1.0,follow,forward
632,WP_E_C-016_F_000008,E_C-016_F,C-016,N0012,N0020,1.6,-14.534,12.449,-2.7192,0.053439,1.0,1.0,follow,forward
633,WP_E_C-016_F_000009,E_C-016_F,C-016,N0012,N0020,1.8,-14.716,12.367,-2.6959,0.058115,1.0,1.0,follow,forward
634,WP_E_C-016_F_000010,E_C-016_F,C-016,N0012,N0020,2.0,-14.896,12.281,-2.6705,0.063606,1.0,1.0,follow,forward
635,WP_E_C-016_F_000011,E_C-016_F,C-016,N0012,N0020,2.2,-15.075,12.19,-2.6427,0.069566,1.0,1.0,follow,forward
636,WP_E_C-016_F_000012,E_C-016_F,C-016,N0012,N0020,2.4,-15.25,12.094,-2.612,0.076636,1.0,1.0,follow,forward
637,WP_E_C-016_F_000013,E_C-016_F,C-016,N0012,N0020,2.6,-15.423,11.993,-2.5783,0.084426,1.0,1.0,follow,forward
638,WP_E_C-016_F_000014,E_C-016_F,C-016,N0012,N0020,2.8,-15.592,11.887,-2.5408,0.093593,1.0,1.0,follow,forward
639,WP_E_C-016_F_000015,E_C-016_F,C-016,N0012,N0020,3.0,-15.757,11.774,-2.4993,0.103848,1.0,1.0,follow,forward
640,WP_E_C-016_F_000016,E_C-016_F,C-016,N0012,N0020,3.2,-15.917,11.654,-2.4531,0.11568,1.0,1.0,follow,forward
641,WP_E_C-016_F_000017,E_C-016_F,C-016,N0012,N0020,3.4,-16.071,11.527,-2.4015,0.128827,1.0,1.0,follow,forward
642,WP_E_C-016_F_000018,E_C-016_F,C-016,N0012,N0020,3.6,-16.219,11.392,-2.3441,0.143825,1.0,1.0,follow,forward
643,WP_E_C-016_F_000019,E_C-016_F,C-016,N0012,N0020,3.8,-16.359,11.249,-2.2802,0.15965,1.0,1.0,follow,forward
644,WP_E_C-016_F_000020,E_C-016_F,C-016,N0012,N0020,4.0,-16.489,11.097,-2.2096,0.17677,1.0,1.0,follow,forward
645,WP_E_C-016_F_000021,E_C-016_F,C-016,N0012,N0020,4.2,-16.608,10.937,-2.1321,0.193881,1.0,1.0,follow,forward
646,WP_E_C-016_F_000022,E_C-016_F,C-016,N0012,N0020,4.4,-16.715,10.767,-2.0482,0.210002,1.0,1.0,follow,forward
647,WP_E_C-016_F_000023,E_C-016_F,C-016,N0012,N0020,4.599,-16.807,10.59,-1.9591,0.223266,1.0,1.0,follow,forward
648,WP_E_C-016_F_000024,E_C-016_F,C-016,N0012,N0020,4.799,-16.882,10.405,-1.8662,0.232474,1.0,1.0,follow,forward
649,WP_E_C-016_F_000025,E_C-016_F,C-016,N0012,N0020,4.999,-16.94,10.214,-1.7719,0.236152,1.0,1.0,follow,forward
650,WP_E_C-016_F_000026,E_C-016_F,C-016,N0012,N0020,5.199,-16.98,10.018,-1.6787,0.233352,1.0,1.0,follow,forward
651,WP_E_C-016_F_000027,E_C-016_F,C-016,N0012,N0020,5.399,-17.002,9.819,-1.5888,0.225289,1.0,1.0,follow,forward
652,WP_E_C-016_F_000028,E_C-016_F,C-016,N0012,N0020,5.599,-17.005,9.619,-1.504,0.212228,1.0,1.0,follow,forward
653,WP_E_C-016_F_000029,E_C-016_F,C-016,N0012,N0020,5.799,-16.992,9.42,-1.4254,0.196619,1.0,1.0,follow,forward
654,WP_E_C-016_F_000030,E_C-016_F,C-016,N0012,N0020,5.999,-16.963,9.222,-1.3537,0.179522,1.0,1.0,follow,forward
655,WP_E_C-016_F_000031,E_C-016_F,C-016,N0012,N0020,6.199,-16.92,9.026,-1.2888,0.162349,1.0,1.0,follow,forward
656,WP_E_C-016_F_000032,E_C-016_F,C-016,N0012,N0020,6.399,-16.864,8.834,-1.2304,0.146186,1.0,1.0,follow,forward
657,WP_E_C-016_F_000033,E_C-016_F,C-016,N0012,N0020,6.599,-16.798,8.646,-1.178,0.131037,1.0,1.0,follow,forward
658,WP_E_C-016_F_000034,E_C-016_F,C-016,N0012,N0020,6.799,-16.721,8.461,-1.1409,0.114023,1.0,1.0,follow,forward
659,WP_E_C-016_F_000035,E_C-016_F,C-016,N0012,N0020,6.924,-16.669,8.348,-1.1409,0.114023,1.0,1.0,follow,forward
660,WP_E_C-018_F_000000,E_C-018_F,C-018,N0016,N0002,0.0,-13.169,7.597,-0.5031,-0.472842,1.0,1.0,follow,forward
661,WP_E_C-018_F_000001,E_C-018_F,C-018,N0016,N0002,0.2,-12.994,7.501,-0.6911,-0.472842,1.0,1.0,follow,forward
662,WP_E_C-018_F_000002,E_C-018_F,C-018,N0016,N0002,0.399,-12.84,7.373,-0.9282,-0.598145,1.0,1.0,follow,forward
663,WP_E_C-018_F_000003,E_C-018_F,C-018,N0016,N0002,0.599,-12.72,7.214,-1.1815,-0.639967,1.0,1.0,follow,forward
664,WP_E_C-018_F_000004,E_C-018_F,C-018,N0016,N0002,0.799,-12.645,7.029,-1.4021,-0.555713,1.0,1.0,follow,forward
665,WP_E_C-018_F_000005,E_C-018_F,C-018,N0016,N0002,0.998,-12.611,6.832,-1.5673,-0.415056,1.0,1.0,follow,forward
666,WP_E_C-018_F_000006,E_C-018_F,C-018,N0016,N0002,1.198,-12.61,6.632,-1.6829,-0.289615,1.0,1.0,follow,forward
667,WP_E_C-018_F_000007,E_C-018_F,C-018,N0016,N0002,1.398,-12.633,6.434,-1.762,-0.198082,1.0,1.0,follow,forward
668,WP_E_C-018_F_000008,E_C-018_F,C-018,N0016,N0002,1.598,-12.671,6.237,-1.8158,-0.134372,1.0,1.0,follow,forward
669,WP_E_C-018_F_000009,E_C-018_F,C-018,N0016,N0002,1.798,-12.719,6.043,-1.8512,-0.088679,1.0,1.0,follow,forward
670,WP_E_C-018_F_000010,E_C-018_F,C-018,N0016,N0002,1.998,-12.775,5.851,-1.873,-0.05441,1.0,1.0,follow,forward
671,WP_E_C-018_F_000011,E_C-018_F,C-018,N0016,N0002,2.198,-12.834,5.66,-1.8839,-0.027216,1.0,1.0,follow,forward
672,WP_E_C-018_F_000012,E_C-018_F,C-018,N0016,N0002,2.398,-12.896,5.47,-1.8855,-0.004085,1.0,1.0,follow,forward
673,WP_E_C-018_F_000013,E_C-018_F,C-018,N0016,N0002,2.598,-12.958,5.28,-1.8788,0.01686,1.0,1.0,follow,forward
674,WP_E_C-018_F_000014,E_C-018_F,C-018,N0016,N0002,2.798,-13.018,5.089,-1.8639,0.037105,1.0,1.0,follow,forward
675,WP_E_C-018_F_000015,E_C-018_F,C-018,N0016,N0002,2.998,-13.076,4.898,-1.8408,0.057829,1.0,1.0,follow,forward
676,WP_E_C-018_F_000016,E_C-018_F,C-018,N0016,N0002,3.198,-13.129,4.705,-1.8088,0.080122,1.0,1.0,follow,forward
677,WP_E_C-018_F_000017,E_C-018_F,C-018,N0016,N0002,3.398,-13.176,4.511,-1.7668,0.104928,1.0,1.0,follow,forward
678,WP_E_C-018_F_000018,E_C-018_F,C-018,N0016,N0002,3.598,-13.215,4.315,-1.7134,0.133452,1.0,1.0,follow,forward
679,WP_E_C-018_F_000019,E_C-018_F,C-018,N0016,N0002,3.798,-13.244,4.117,-1.6471,0.165977,1.0,1.0,follow,forward
680,WP_E_C-018_F_000020,E_C-018_F,C-018,N0016,N0002,3.998,-13.259,3.917,-1.5661,0.20289,1.0,1.0,follow,forward
681,WP_E_C-018_F_000021,E_C-018_F,C-018,N0016,N0002,4.198,-13.258,3.717,-1.4692,0.242648,1.0,1.0,follow,forward
682,WP_E_C-018_F_000022,E_C-018_F,C-018,N0016,N0002,4.398,-13.238,3.519,-1.3567,0.281818,1.0,1.0,follow,forward
683,WP_E_C-018_F_000023,E_C-018_F,C-018,N0016,N0002,4.597,-13.195,3.323,-1.2318,0.31312,1.0,1.0,follow,forward
684,WP_E_C-018_F_000024,E_C-018_F,C-018,N0016,N0002,4.797,-13.129,3.135,-1.1003,0.329946,1.0,1.0,follow,forward
685,WP_E_C-018_F_000025,E_C-018_F,C-018,N0016,N0002,4.997,-13.038,2.957,-0.9697,0.327363,1.0,1.0,follow,forward
686,WP_E_C-018_F_000026,E_C-018_F,C-018,N0016,N0002,5.197,-12.925,2.792,-0.8679,0.295493,1.0,1.0,follow,forward
687,WP_E_C-018_F_000027,E_C-018_F,C-018,N0016,N0002,5.342,-12.831,2.681,-0.8679,0.295493,1.0,1.0,follow,forward
688,WP_E_C-020_F_000000,E_C-020_F,C-020,N0008,N0018,0.0,4.452,8.819,3.0632,0.010437,1.0,1.0,follow,forward
689,WP_E_C-020_F_000001,E_C-020_F,C-020,N0008,N0018,0.2,4.252,8.835,3.0674,0.010437,1.0,1.0,follow,forward
690,WP_E_C-020_F_000002,E_C-020_F,C-020,N0008,N0018,0.4,4.053,8.85,3.072,0.011349,1.0,1.0,follow,forward
691,WP_E_C-020_F_000003,E_C-020_F,C-020,N0008,N0018,0.6,3.853,8.864,3.0768,0.012025,1.0,1.0,follow,forward
692,WP_E_C-020_F_000004,E_C-020_F,C-020,N0008,N0018,0.8,3.654,8.877,3.082,0.012984,1.0,1.0,follow,forward
693,WP_E_C-020_F_000005,E_C-020_F,C-020,N0008,N0018,1.0,3.454,8.889,3.0875,0.013958,1.0,1.0,follow,forward
694,WP_E_C-020_F_000006,E_C-020_F,C-020,N0008,N0018,1.2,3.254,8.899,3.0935,0.014953,1.0,1.0,follow,forward
695,WP_E_C-020_F_000007,E_C-020_F,C-020,N0008,N0018,1.4,3.055,8.909,3.1,0.016112,1.0,1.0,follow,forward
696,WP_E_C-020_F_000008,E_C-020_F,C-020,N0008,N0018,1.6,2.855,8.917,3.1069,0.017376,1.0,1.0,follow,forward
697,WP_E_C-020_F_000009,E_C-020_F,C-020,N0008,N0018,1.8,2.655,8.924,3.1144,0.018759,1.0,1.0,follow,forward
698,WP_E_C-020_F_000010,E_C-020_F,C-020,N0008,N0018,2.0,2.455,8.93,3.1225,0.020274,1.0,1.0,follow,forward
699,WP_E_C-020_F_000011,E_C-020_F,C-020,N0008,N0018,2.2,2.255,8.934,3.1313,0.021999,1.0,1.0,follow,forward
700,WP_E_C-020_F_000012,E_C-020_F,C-020,N0008,N0018,2.4,2.055,8.936,3.1409,0.023975,1.0,1.0,follow,forward
701,WP_E_C-020_F_000013,E_C-020_F,C-020,N0008,N0018,2.6,1.855,8.936,-3.1319,0.025955,1.0,1.0,follow,forward
702,WP_E_C-020_F_000014,E_C-020_F,C-020,N0008,N0018,2.8,1.655,8.934,-3.1205,0.028536,1.0,1.0,follow,forward
703,WP_E_C-020_F_000015,E_C-020_F,C-020,N0008,N0018,3.0,1.455,8.93,-3.108,0.031202,1.0,1.0,follow,forward
