global_index,waypoint_id,edge_id,path_id,node_from,node_to,s_m,x,y,yaw,kappa,v_mps,speed_limit_mps,behavior,direction
327,WP_E_C-014_F_000022,E_C-014_F,C-014,N0012,N0013,4.4,-17.212,11.748,-2.5381,0.084895,1.0,1.0,follow,forward
328,WP_E_C-014_F_000023,E_C-014_F,C-014,N0012,N0013,4.407,-17.218,11.744,-2.5381,0.084895,1.0,1.0,follow,forward
329,WP_E_C-005_F_000000,E_C-005_F,C-005,N0013,N0014,0.0,-17.218,11.744,-2.6973,0.353998,1.0,1.0,follow,forward
330,WP_E_C-005_F_000001,E_C-005_F,C-005,N0013,N0014,0.199,-17.398,11.658,-2.5564,0.353998,1.0,1.0,follow,forward
331,WP_E_C-005_F_000002,E_C-005_F,C-005,N0013,N0014,0.399,-17.564,11.548,-2.5328,0.059161,1.0,1.0,follow,forward
332,WP_E_C-005_F_000003,E_C-005_F,C-005,N0013,N0014,0.599,-17.729,11.434,-2.5224,0.025858,1.0,1.0,follow,forward
333,WP_E_C-005_F_000004,E_C-005_F,C-005,N0013,N0014,0.799,-17.891,11.317,-2.5173,0.012764,1.0,1.0,follow,forward
334,WP_E_C-005_F_000005,E_C-005_F,C-005,N0013,N0014,0.999,-18.054,11.201,-2.515,0.005698,1.0,1.0,follow,forward
335,WP_E_C-005_F_000006,E_C-005_F,C-005,N0013,N0014,1.199,-18.216,11.083,-2.5146,0.001083,1.0,1.0,follow,forward
336,WP_E_C-005_F_000007,E_C-005_F,C-005,N0013,N0014,1.399,-18.378,10.966,-2.5156,-0.002407,1.0,1.0,follow,forward
337,WP_E_C-005_F_000008,E_C-005_F,C-005,N0013,N0014,1.599,-18.54,10.849,-2.5177,-0.005398,1.0,1.0,follow,forward
338,WP_E_C-005_F_000009,E_C-005_F,C-005,N0013,N0014,1.799,-18.702,10.732,-2.521,-0.008259,1.0,1.0,follow,forward
339,WP_E_C-005_F_000010,E_C-005_F,C-005,N0013,N0014,1.999,-18.865,10.616,-2.5255,-0.011251,1.0,1.0,follow,forward
340,WP_E_C-005_F_000011,E_C-005_F,C-005,N0013,N0014,2.199,-19.028,10.5,-2.5272,-0.007931,1.0,1.0,follow,forward
341,WP_E_C-005_F_000012,E_C-005_F,C-005,N0013,N0014,2.211,-19.038,10.493,-2.5272,-0.007931,1.0,1.0,follow,forward
342,WP_E_C-008_F_000000,E_C-008_F,C-008,N0014,N0001,0.0,-19.038,10.493,-2.5018,0.152509,1.0,1.0,follow,forward
343,WP_E_C-008_F_000001,E_C-008_F,C-008,N0014,N0001,0.2,-19.198,10.374,-2.4409,0.152509,1.0,1.0,follow,forward
344,WP_E_C-008_F_000002,E_C-008_F,C-008,N0014,N0001,0.4,-19.351,10.245,-2.394,0.117274,1.0,1.0,follow,forward
345,WP_E_C-008_F_000003,E_C-008_F,C-008,N0014,N0001,0.6,-19.498,10.109,-2.3527,0.103114,1.0,1.0,follow,forward
346,WP_E_C-008_F_000004,E_C-008_F,C-008,N0014,N0001,0.8,-19.639,9.967,-2.3138,0.097323,1.0,1.0,follow,forward
347,WP_E_C-008_F_000005,E_C-008_F,C-008,N0014,N0001,1.0,-19.774,9.82,-2.2754,0.095973,1.0,1.0,follow,forward
348,WP_E_C-008_F_000006,E_C-008_F,C-008,N0014,N0001,1.2,-19.903,9.667,-2.2364,0.097592,1.0,1.0,follow,forward
349,WP_E_C-008_F_000007,E_C-008_F,C-008,N0014,N0001,1.4,-20.027,9.51,-2.1959,0.10126,1.0,1.0,follow,forward
350,WP_E_C-008_F_000008,E_C-008_F,C-008,N0014,N0001,1.6,-20.144,9.348,-2.1533,0.106621,1.0,1.0,follow,forward
351,WP_E_C-008_F_000009,E_C-008_F,C-008,N0014,N0001,1.8,-20.254,9.181,-2.1077,0.114072,1.0,1.0,follow,forward
352,WP_E_C-008_F_000010,E_C-008_F,C-008,N0014,N0001,2.0,-20.356,9.009,-2.0586,0.122789,1.0,1.0,follow,forward
353,WP_E_C-008_F_000011,E_C-008_F,C-008,N0014,N0001,2.2,-20.45,8.832,-2.0053,0.133356,1.0,1.0,follow,forward
354,WP_E_C-008_F_000012,E_C-008_F,C-008,N0014,N0001,2.4,-20.534,8.651,-1.9471,0.145571,1.0,1.0,follow,forward
355,WP_E_C-008_F_000013,E_C-008_F,C-008,N0014,N0001,2.6,-20.608,8.465,-1.8834,0.159318,1.0,1.0,follow,forward
356,WP_E_C-008_F_000014,E_C-008_F,C-008,N0014,N0001,2.8,-20.669,8.275,-1.8137,0.174325,1.0,1.0,follow,forward
357,WP_E_C-008_F_000015,E_C-008_F,C-008,N0014,N0001,3.0,-20.717,8.081,-1.7377,0.190121,1.0,1.0,follow,forward
358,WP_E_C-008_F_000016,E_C-008_F,C-008,N0014,N0001,3.2,-20.75,7.884,-1.6556,0.205718,1.0,1.0,follow,forward
359,WP_E_C-008_F_000017,E_C-008_F,C-008,N0014,N0001,3.399,-20.767,7.684,-1.5678,0.219758,1.0,1.0,follow,forward
360,WP_E_C-008_F_000018,E_C-008_F,C-008,N0014,N0001,3.599,-20.767,7.485,-1.4755,0.230974,1.0,1.0,follow,forward
361,WP_E_C-008_F_000019,E_C-008_F,C-008,N0014,N0001,3.799,-20.748,7.286,-1.3805,0.238042,1.0,1.0,follow,forward
362,WP_E_C-008_F_000020,E_C-008_F,C-008,N0014,N0001,3.999,-20.71,7.089,-1.2851,0.238891,1.0,1.0,follow,forward
363,WP_E_C-008_F_000021,E_C-008_F,C-008,N0014,N0001,4.199,-20.654,6.897,-1.1913,0.234816,1.0,1.0,follow,forward
364,WP_E_C-008_F_000022,E_C-008_F,C-008,N0014,N0001,4.399,-20.579,6.712,-1.1015,0.224938,1.0,1.0,follow,forward
365,WP_E_C-008_F_000023,E_C-008_F,C-008,N0014,N0001,4.599,-20.489,6.533,-1.017,0.211504,1.0,1.0,follow,forward
366,WP_E_C-008_F_000024,E_C-008_F,C-008,N0014,N0001,4.799,-20.384,6.363,-0.9388,0.195729,1.0,1.0,follow,forward
367,WP_E_C-008_F_000025,E_C-008_F,C-008,N0014,N0001,4.999,-20.266,6.202,-0.8674,0.178448,1.0,1.0,follow,forward
368,WP_E_C-008_F_000026,E_C-008_F,C-008,N0014,N0001,5.199,-20.136,6.05,-0.8028,0.161774,1.0,1.0,follow,forward
369,WP_E_C-008_F_000027,E_C-008_F,C-008,N0014,N0001,5.399,-19.998,5.906,-0.7444,0.146094,1.0,1.0,follow,forward
370,WP_E_C-008_F_000028,E_C-008_F,C-008,N0014,N0001,5.599,-19.85,5.77,-0.6919,0.131187,1.0,1.0,follow,forward
371,WP_E_C-008_F_000029,E_C-008_F,C-008,N0014,N0001,5.799,-19.697,5.643,-0.6448,0.118023,1.0,1.0,follow,forward
372,WP_E_C-008_F_000030,E_C-008_F,C-008,N0014,N0001,5.999,-19.537,5.523,-0.6021,0.106631,1.0,1.0,follow,forward
373,WP_E_C-008_F_000031,E_C-008_F,C-008,N0014,N0001,6.199,-19.372,5.409,-0.5637,0.095987,1.0,1.0,follow,forward
374,WP_E_C-008_F_000032,E_C-008_F,C-008,N0014,N0001,6.399,-19.203,5.302,-0.5289,0.087177,1.0,1.0,follow,forward
375,WP_E_C-008_F_000033,E_C-008_F,C-008,N0014,N0001,6.598,-19.03,5.202,-0.4973,0.078838,1.0,1.0,follow,forward
376,WP_E_C-008_F_000034,E_C-008_F,C-008,N0014,N0001,6.798,-18.854,5.106,-0.4685,0.072043,1.0,1.0,follow,forward
377,WP_E_C-008_F_000035,E_C-008_F,C-008,N0014,N0001,6.998,-18.676,5.016,-0.4556,0.052963,1.0,1.0,follow,forward
378,WP_E_C-008_F_000036,E_C-008_F,C-008,N0014,N0001,7.043,-18.636,4.996,-0.4556,0.052963,1.0,1.0,follow,forward
379,WP_E_L-001_F_000000,E_L-001_F,L-001,N0015,N0016,0.0,-14.356,7.813,-0.1804,0.0,1.0,1.0,follow,forward
380,WP_E_L-001_F_000001,E_L-001_F,L-001,N0015,N0016,0.2,-14.159,7.778,-0.1804,0.0,1.0,1.0,follow,forward
381,WP_E_L-001_F_000002,E_L-001_F,L-001,N0015,N0016,0.4,-13.962,7.742,-0.1804,0.0,1.0,1.0,follow,forward
382,WP_E_L-001_F_000003,E_L-001_F,L-001,N0015,N0016,0.6,-13.765,7.706,-0.1804,-0.0,1.0,1.0,follow,forward
383,WP_E_L-001_F_000004,E_L-001_F,L-001,N0015,N0016,0.8,-13.569,7.67,-0.1804,0.0,1.0,1.0,follow,forward
384,WP_E_L-001_F_000005,E_L-001_F,L-001,N0015,N0016,1.0,-13.372,7.634,-0.1804,0.0,1.0,1.0,follow,forward
385,WP_E_L-001_F_000006,E_L-001_F,L-001,N0015,N0016,1.2,-13.175,7.598,-0.1804,0.0,1.0,1.0,follow,forward
386,WP_E_L-001_F_000007,E_L-001_F,L-001,N0015,N0016,1.206,-13.169,7.597,-0.1804,0.0,1.0,1.0,follow,forward
387,WP_E_L-003_F_000000,E_L-003_F,L-003,N0016,N0017,0.0,-13.169,7.597,-0.1804,0.0,1.0,1.0,follow,forward
388,WP_E_L-003_F_000001,E_L-003_F,L-003,N0016,N0017,0.2,-12.972,7.561,-0.1804,0.0,1.0,1.0,follow,forward
389,WP_E_L-003_F_000002,E_L-003_F,L-003,N0016,N0017,0.4,-12.775,7.525,-0.1804,-0.0,1.0,1.0,follow,forward
390,WP_E_L-003_F_000003,E_L-003_F,L-003,N0016,N0017,0.6,-12.578,7.489,-0.1804,0.0,1.0,1.0,follow,forward
391,WP_E_L-003_F_000004,E_L-003_F,L-003,N0016,N0017,0.8,-12.382,7.453,-0.1804,0.0,1.0,1.0,follow,forward
392,WP_E_L-003_F_000005,E_L-003_F,L-003,N0016,N0017,1.0,-12.185,7.418,-0.1804,0.0,1.0,1.0,follow,forward
393,WP_E_L-003_F_000006,E_L-003_F,L-003,N0016,N0017,1.2,-11.988,7.382,-0.1804,-0.0,1.0,1.0,follow,forward
394,WP_E_L-003_F_000007,E_L-003_F,L-003,N0016,N0017,1.4,-11.791,7.346,-0.1804,0.0,1.0,1.0,follow,forward
395,WP_E_L-003_F_000008,E_L-003_F,L-003,N0016,N0017,1.6,-11.595,7.31,-0.1804,0.0,1.0,1.0,follow,forward
396,WP_E_L-003_F_000009,E_L-003_F,L-003,N0016,N0017,1.8,-11.398,7.274,-0.1804,-0.0,1.0,1.0,follow,forward
397,WP_E_L-003_F_000010,E_L-003_F,L-003,N0016,N0017,2.0,-11.201,7.238,-0.1804,0.0,1.0,1.0,follow,forward
398,WP_E_L-003_F_000011,E_L-003_F,L-003,N0016,N0017,2.2,-11.004,7.202,-0.1804,0.0,1.0,1.0,follow,forward
399,WP_E_L-003_F_000012,E_L-003_F,L-003,N0016,N0017,2.4,-10.808,7.166,-0.1804,0.0,1.0,1.0,follow,forward
400,WP_E_L-003_F_000013,E_L-003_F,L-003,N0016,N0017,2.6,-10.611,7.13,-0.1804,-0.0,1.0,1.0,follow,forward
401,WP_E_L-003_F_000014,E_L-003_F,L-003,N0016,N0017,2.8,-10.414,7.095,-0.1804,0.0,1.0,1.0,follow,forward
402,WP_E_L-003_F_000015,E_L-003_F,L-003,N0016,N0017,3.0,-10.217,7.059,-0.1804,0.0,1.0,1.0,follow,forward
403,WP_E_L-003_F_000016,E_L-003_F,L-003,N0016,N0017,3.2,-10.021,7.023,-0.1804,0.0,1.0,1.0,follow,forward
404,WP_E_L-003_F_000017,E_L-003_F,L-003,N0016,N0017,3.4,-9.824,6.987,-0.1804,-0.0,1.0,1.0,follow,forward
405,WP_E_L-003_F_000018,E_L-003_F,L-003,N0016,N0017,3.6,-9.627,6.951,-0.1804,0.0,1.0,1.0,follow,forward
406,WP_E_L-003_F_000019,E_L-003_F,L-003,N0016,N0017,3.8,-9.43,6.915,-0.1804,-0.0,1.0,1.0,follow,forward
407,WP_E_L-003_F_000020,E_L-003_F,L-003,N0016,N0017,4.0,-9.234,6.879,-0.1804,0.0,1.0,1.0,follow,forward
408,WP_E_L-003_F_000021,E_L-003_F,L-003,N0016,N0017,4.2,-9.037,6.843,-0.1804,0.0,1.0,1.0,follow,forward
409,WP_E_L-003_F_000022,E_L-003_F,L-003,N0016,N0017,4.4,-8.84,6.807,-0.1804,-0.0,1.0,1.0,follow,forward
410,WP_E_L-003_F_000023,E_L-003_F,L-003,N0016,N0017,4.6,-8.643,6.772,-0.1804,0.0,1.0,1.0,follow,forward
411,WP_E_L-003_F_000024,E_L-003_F,L-003,N0016,N0017,4.8,-8.447,6.736,-0.1804,0.0,1.0,1.0,follow,forward
412,WP_E_L-003_F_000025,E_L-003_F,L-003,N0016,N0017,5.0,-8.25,6.7,-0.1804,0.0,1.0,1.0,follow,forward
413,WP_E_L-003_F_000026,E_L-003_F,L-003,N0016,N0017,5.2,-8.053,6.664,-0.1804,0.0,1.0,1.0,follow,forward
414,WP_E_L-003_F_000027,E_L-003_F,L-003,N0016,N0017,5.4,-7.856,6.628,-0.1804,-0.0,1.0,1.0,follow,forward
415,WP_E_L-003_F_000028,E_L-003_F,L-003,N0016,N0017,5.6,-7.66,6.592,-0.1804,0.0,1.0,1.0,follow,forward
416,WP_E_L-003_F_000029,E_L-003_F,L-003,N0016,N0017,5.8,-7.463,6.556,-0.1804,0.0,1.0,1.0,follow,forward
417,WP_E_L-003_F_000030,E_L-003_F,L-003,N0016,N0017,6.0,-7.266,6.52,-0.1804,-0.0,1.0,1.0,follow,forward
418,WP_E_L-003_F_000031,E_L-003_F,L-003,N0016,N0017,6.2,-7.069,6.485,-0.1804,0.0,1.0,1.0,follow,forward
419,WP_E_L-003_F_000032,E_L-003_F,L-003,N0016,N0017,6.4,-6.873,6.449,-0.1804,-0.0,1.0,1.0,follow,forward
420,WP_E_L-003_F_000033,E_L-003_F,L-003,N0016,N0017,6.6,-6.676,6.413,-0.1804,0.0,1.0,1.0,follow,forward
421,WP_E_L-003_F_000034,E_L-003_F,L-003,N0016,N0017,6.8,-6.479,6.377,-0.1804,-0.0,1.0,1.0,follow,forward
422,WP_E_L-003_F_000035,E_L-003_F,L-003,N0016,N0017,7.0,-6.282,6.341,-0.1804,0.0,1.0,1.0,follow,forward
423,WP_E_L-003_F_000036,E_L-003_F,L-003,N0016,N0017,7.2,-6.086,6.305,-0.1804,-0.0,1.0,1.0,follow,forward
424,WP_E_L-003_F_000037,E_L-003_F,L-003,N0016,N0017,7.4,-5.889,6.269,-0.1804,0.0,1.0,1.0,follow,forward
425,WP_E_L-003_F_000038,E_L-003_F,L-003,N0016,N0017,7.6,-5.692,6.233,-0.1804,0.0,1.0,1.0,follow,forward
426,WP_E_L-003_F_000039,E_L-003_F,L-003,N0016,N0017,7.8,-5.495,6.197,-0.1804,0.0,1.0,1.0,follow,forward
427,WP_E_L-003_F_000040,E_L-003_F,L-003,N0016,N0017,8.0,-5.299,6.162,-0.1804,-0.0,1.0,1.0,follow,forward
428,WP_E_L-003_F_000041,E_L-003_F,L-003,N0016,N0017,8.2,-5.102,6.126,-0.1804,0.0,1.0,1.0,follow,forward
429,WP_E_L-003_F_000042,E_L-003_F,L-003,N0016,N0017,8.4,-4.905,6.09,-0.1804,-0.0,1.0,1.0,follow,forward
430,WP_E_L-003_F_000043,E_L-003_F,L-003,N0016,N0017,8.408,-4.897,6.088,-0.1804,-0.0,1.0,1.0,follow,forward
431,WP_E_L-002_F_000000,E_L-002_F,L-002,N0017,N0018,0.0,-4.897,6.088,-0.2694,0.0,1.0,1.0,follow,forward
432,WP_E_L-002_F_000001,E_L-002_F,L-002,N0017,N0018,0.2,-4.704,6.035,-0.2694,0.0,1.0,1.0,follow,forward
433,WP_E_L-002_F_000002,E_L-002_F,L-002,N0017,N0018,0.4,-4.512,5.982,-0.2694,-0.0,1.0,1.0,follow,forward
434,WP_E_L-002_F_000003,E_L-002_F,L-002,N0017,N0018,0.6,-4.319,5.929,-0.2694,0.0,1.0,1.0,follow,forward
435,WP_E_L-002_F_000004,E_L-002_F,L-002,N0017,N0018,0.8,-4.126,5.875,-0.2694,-0.0,1.0,1.0,follow,forward
436,WP_E_L-002_F_000005,E_L-002_F,L-002,N0017,N0018,1.0,-3.933,5.822,-0.2694,0.0,1.0,1.0,follow,forward
437,WP_E_L-002_F_000006,E_L-002_F,L-002,N0017,N0018,1.2,-3.741,5.769,-0.2694,0.0,1.0,1.0,follow,forward
438,WP_E_L-002_F_000007,E_L-002_F,L-002,N0017,N0018,1.4,-3.548,5.716,-0.2694,-0.0,1.0,1.0,follow,forward
439,WP_E_L-002_F_000008,E_L-002_F,L-002,N0017,N0018,1.6,-3.355,5.662,-0.2694,0.0,1.0,1.0,follow,forward
440,WP_E_L-002_F_000009,E_L-002_F,L-002,N0017,N0018,1.8,-3.162,5.609,-0.2694,0.0,1.0,1.0,follow,forward
441,WP_E_L-002_F_000010,E_L-002_F,L-002,N0017,N0018,2.0,-2.969,5.556,-0.2694,0.0,1.0,1.0,follow,forward
442,WP_E_L-002_F_000011,E_L-002_F,L-002,N0017,N0018,2.2,-2.777,5.503,-0.2694,0.0,1.0,1.0,follow,forward
443,WP_E_L-002_F_000012,E_L-002_F,L-002,N0017,N0018,2.4,-2.584,5.45,-0.2694,-0.0,1.0,1.0,follow,forward
444,WP_E_L-002_F_000013,E_L-002_F,L-002,N0017,N0018,2.6,-2.391,5.396,-0.2694,0.0,1.0,1.0,follow,forward
445,WP_E_L-002_F_000014,E_L-002_F,L-002,N0017,N0018,2.8,-2.198,5.343,-0.2694,-0.0,1.0,1.0,follow,forward
446,WP_E_L-002_F_000015,E_L-002_F,L-002,N0017,N0018,3.0,-2.005,5.29,-0.2694,0.0,1.0,1.0,follow,forward
447,WP_E_L-002_F_000016,E_L-002_F,L-002,N0017,N0018,3.2,-1.813,5.237,-0.2694,0.0,1.0,1.0,follow,forward
448,WP_E_L-002_F_000017,E_L-002_F,L-002,N0017,N0018,3.4,-1.62,5.183,-0.2694,-0.0,1.0,1.0,follow,forward
449,WP_E_L-002_F_000018,E_L-002_F,L-002,N0017,N0018,3.6,-1.427,5.13,-0.2694,-0.0,1.0,1.0,follow,forward
450,WP_E_L-002_F_000019,E_L-002_F,L-002,N0017,N0018,3.654,-1.376,5.116,-0.2694,-0.0,1.0,1.0,follow,forward
451,WP_E_L-004_F_000000,E_L-004_F,L-004,N0018,N0019,0.0,-1.376,5.116,-0.2793,0.0,1.0,1.0,follow,forward
452,WP_E_L-004_F_000001,E_L-004_F,L-004,N0018,N0019,0.2,-1.183,5.061,-0.2793,0.0,1.0,1.0,follow,forward
453,WP_E_L-004_F_000002,E_L-004_F,L-004,N0018,N0019,0.4,-0.991,5.006,-0.2793,0.0,1.0,1.0,follow,forward
454,WP_E_L-004_F_000003,E_L-004_F,L-004,N0018,N0019,0.6,-0.799,4.95,-0.2793,-0.0,1.0,1.0,follow,forward
455,WP_E_L-004_F_000004,E_L-004_F,L-004,N0018,N0019,0.8,-0.607,4.895,-0.2793,0.0,1.0,1.0,follow,forward
456,WP_E_L-004_F_000005,E_L-004_F,L-004,N0018,N0019,1.0,-0.414,4.84,-0.2793,0.0,1.0,1.0,follow,forward
457,WP_E_L-004_F_000006,E_L-004_F,L-004,N0018,N0019,1.2,-0.222,4.785,-0.2793,-0.0,1.0,1.0,follow,forward
458,WP_E_L-004_F_000007,E_L-004_F,L-004,N0018,N0019,1.4,-0.03,4.73,-0.2793,0.0,1.0,1.0,follow,forward
459,WP_E_L-004_F_000008,E_L-004_F,L-004,N0018,N0019,1.6,0.162,4.675,-0.2793,0.0,1.0,1.0,follow,forward
460,WP_E_L-004_F_000009,E_L-004_F,L-004,N0018,N0019,1.8,0.355,4.62,-0.2793,0.0,1.0,1.0,follow,forward
461,WP_E_L-004_F_000010,E_L-004_F,L-004,N0018,N0019,2.0,0.547,4.564,-0.2793,0.0,1.0,1.0,follow,forward
462,WP_E_L-004_F_000011,E_L-004_F,L-004,N0018,N0019,2.2,0.739,4.509,-0.2793,0.0,1.0,1.0,follow,forward
463,WP_E_L-004_F_000012,E_L-004_F,L-004,N0018,N0019,2.4,0.931,4.454,-0.2793,0.0,1.0,1.0,follow,forward
464,WP_E_L-004_F_000013,E_L-004_F,L-004,N0018,N0019,2.6,1.124,4.399,-0.2793,-0.0,1.0,1.0,follow,forward
465,WP_E_L-004_F_000014,E_L-004_F,L-004,N0018,N0019,2.729,1.248,4.363,-0.2793,-0.0,1.0,1.0,follow,forward
466,WP_E_C-007_F_000000,E_C-007_F,C-007,N0019,N0005,0.0,1.248,4.363,-0.3034,-0.076981,1.0,1.0,follow,forward
467,WP_E_C-007_F_000001,E_C-007_F,C-007,N0019,N0005,0.2,1.439,4.304,-0.3342,-0.076981,1.0,1.0,follow,forward
468,WP_E_C-007_F_000002,E_C-007_F,C-007,N0019,N0005,0.4,1.628,4.238,-0.3628,-0.071512,1.0,1.0,follow,forward
469,WP_E_C-007_F_000003,E_C-007_F,C-007,N0019,N0005,0.6,1.815,4.167,-0.3891,-0.065771,1.0,1.0,follow,forward
470,WP_E_C-007_F_000004,E_C-007_F,C-007,N0019,N0005,0.8,2.0,4.091,-0.413,-0.059711,1.0,1.0,follow,forward
471,WP_E_C-007_F_000005,E_C-007_F,C-007,N0019,N0005,1.0,2.183,4.011,-0.4343,-0.05332,1.0,1.0,follow,forward
472,WP_E_C-007_F_000006,E_C-007_F,C-007,N0019,N0005,1.2,2.364,3.927,-0.4531,-0.046995,1.0,1.0,follow,forward
473,WP_E_C-007_F_000007,E_C-007_F,C-007,N0019,N0005,1.4,2.544,3.839,-0.4694,-0.040584,1.0,1.0,follow,forward
474,WP_E_C-007_F_000008,E_C-007_F,C-007,N0019,N0005,1.6,2.723,3.749,-0.483,-0.034041,1.0,1.0,follow,forward
475,WP_E_C-007_F_000009,E_C-007_F,C-007,N0019,N0005,1.8,2.9,3.656,-0.494,-0.027615,1.0,1.0,follow,forward
476,WP_E_C-007_F_000010,E_C-007_F,C-007,N0019,N0005,2.0,3.076,3.561,-0.5025,-0.021215,1.0,1.0,follow,forward
477,WP_E_C-007_F_000011,E_C-007_F,C-007,N0019,N0005,2.2,3.251,3.465,-0.5084,-0.014775,1.0,1.0,follow,forward
478,WP_E_C-007_F_000012,E_C-007_F,C-007,N0019,N0005,2.4,3.426,3.367,-0.5118,-0.008422,1.0,1.0,follow,forward
479,WP_E_C-007_F_000013,E_C-007_F,C-007,N0019,N0005,2.6,3.6,3.269,-0.5126,-0.002098,1.0,1.0,follow,forward
480,WP_E_C-007_F_000014,E_C-007_F,C-007,N0019,N0005,2.8,3.774,3.171,-0.5109,0.004222,1.0,1.0,follow,forward
481,WP_E_C-007_F_000015,E_C-007_F,C-007,N0019,N0005,3.0,3.949,3.073,-0.5067,0.010502,1.0,1.0,follow,forward
482,WP_E_C-007_F_000016,E_C-007_F,C-007,N0019,N0005,3.2,4.124,2.976,-0.5,0.016778,1.0,1.0,follow,forward
483,WP_E_C-007_F_000017,E_C-007_F,C-007,N0019,N0005,3.4,4.299,2.881,-0.4908,0.023073,1.0,1.0,follow,forward
484,WP_E_C-007_F_000018,E_C-007_F,C-007,N0019,N0005,3.6,4.476,2.786,-0.4791,0.029309,1.0,1.0,follow,forward
485,WP_E_C-007_F_000019,E_C-007_F,C-007,N0019,N0005,3.8,4.653,2.694,-0.4649,0.035514,1.0,1.0,follow,forward
486,WP_E_C-007_F_000020,E_C-007_F,C-007,N0019,N0005,4.0,4.832,2.604,-0.4482,0.041738,1.0,1.0,follow,forward
487,WP_E_C-007_F_000021,E_C-007_F,C-007,N0019,N0005,4.2,5.012,2.518,-0.429,0.047863,1.0,1.0,follow,forward
488,WP_E_C-007_F_000022,E_C-007_F,C-007,N0019,N0005,4.4,5.194,2.435,-0.4075,0.053861,1.0,1.0,follow,forward
489,WP_E_C-007_F_000023,E_C-007_F,C-007,N0019,N0005,4.6,5.378,2.355,-0.3836,0.059671,1.0,1.0,follow,forward
490,WP_E_C-007_F_000024,E_C-007_F,C-007,N0019,N0005,4.8,5.563,2.28,-0.3575,0.065287,1.0,1.0,follow,forward
491,WP_E_C-007_F_000025,E_C-007_F,C-007,N0019,N0005,5.0,5.75,2.21,-0.3292,0.070687,1.0,1.0,follow,forward
492,WP_E_C-007_F_000026,E_C-007_F,C-007,N0019,N0005,5.2,5.94,2.146,-0.299,0.075543,1.0,1.0,follow,forward
493,WP_E_C-007_F_000027,E_C-007_F,C-007,N0019,N0005,5.4,6.131,2.087,-0.267,0.079996,1.0,1.0,follow,forward
494,WP_E_C-007_F_000028,E_C-007_F,C-007,N0019,N0005,5.6,6.324,2.034,-0.2335,0.083893,1.0,1.0,follow,forward
495,WP_E_C-007_F_000029,E_C-007_F,C-007,N0019,N0005,5.8,6.518,1.988,-0.1986,0.087135,1.0,1.0,follow,forward
496,WP_E_C-007_F_000030,E_C-007_F,C-007,N0019,N0005,6.0,6.714,1.948,-0.1628,0.089695,1.0,1.0,follow,forward
497,WP_E_C-007_F_000031,E_C-007_F,C-007,N0019,N0005,6.2,6.912,1.916,-0.1262,0.091572,1.0,1.0,follow,forward
498,WP_E_C-007_F_000032,E_C-007_F,C-007,N0019,N0005,6.4,7.11,1.891,-0.0891,0.092541,1.0,1.0,follow,forward
499,WP_E_C-007_F_000033,E_C-007_F,C-007,N0019,N0005,6.6,7.309,1.873,-0.052,0.092859,1.0,1.0,follow,forward
500,WP_E_C-007_F_000034,E_C-007_F,C-007,N0019,N0005,6.8,7.509,1.863,-0.0151,0.092301,1.0,1.0,follow,forward
501,WP_E_C-007_F_000035,E_C-007_F,C-007,N0019,N0005,7.0,7.709,1.86,0.0215,0.091396,1.0,1.0,follow,forward
502,WP_E_C-007_F_000036,E_C-007_F,C-007,N0019,N0005,7.2,7.909,1.864,0.0573,0.089668,1.0,1.0,follow,forward
503,WP_E_C-007_F_000037,E_C-007_F,C-007,N0019,N0005,7.4,8.108,1.875,0.0923,0.087553,1.0,1.0,follow,forward
504,WP_E_C-007_F_000038,E_C-007_F,C-007,N0019,N0005,7.6,8.308,1.894,0.1262,0.084745,1.0,1.0,follow,forward
505,WP_E_C-007_F_000039,E_C-007_F,C-007,N0019,N0005,7.8,8.506,1.919,0.159,0.081933,1.0,1.0,follow,forward
506,WP_E_C-007_F_000040,E_C-007_F,C-007,N0019,N0005,8.0,8.703,1.951,0.1905,0.078825,1.0,1.0,follow,forward
507,WP_E_C-007_F_000041,E_C-007_F,C-007,N0019,N0005,8.2,8.9,1.988,0.2207,0.075566,1.0,1.0,follow,forward
508,WP_E_C-007_F_000042,E_C-007_F,C-007,N0019,N0005,8.4,9.095,2.032,0.2496,0.072193,1.0,1.0,follow,forward
509,WP_E_C-007_F_000043,E_C-007_F,C-007,N0019,N0005,8.6,9.289,2.082,0.2771,0.068768,1.0,1.0,follow,forward
510,WP_E_C-007_F_000044,E_C-007_F,C-007,N0019,N0005,8.8,9.481,2.136,0.3033,0.065616,1.0,1.0,follow,forward
511,WP_E_C-007_F_000045,E_C-007_F,C-007,N0019,N0005,9.0,9.672,2.196,0.3235,0.059289,1.0,1.0,follow,forward
512,WP_E_C-007_F_000046,E_C-007_F,C-007,N0019,N0005,9.14,9.805,2.241,0.3235,0.059289,1.0,1.0,follow,forward
513,WP_E_C-009_F_000000,E_C-009_F,C-009,N0014,N0020,0.0,-19.038,10.493,-1.7098,0.378039,1.0,1.0,follow,forward
514,WP_E_C-009_F_000001,E_C-009_F,C-009,N0014,N0020,0.2,-19.065,10.295,-1.5591,0.378039,1.0,1.0,follow,forward
515,WP_E_C-009_F_000002,E_C-009_F,C-009,N0014,N0020,0.4,-19.063,10.096,-1.387,0.432346,1.0,1.0,follow,forward
