global_index,waypoint_id,edge_id,path_id,node_from,node_to,s_m,x,y,yaw,kappa,v_mps,speed_limit_mps,behavior,direction
381,WP_E_C-007_F_000009,E_C-007_F,C-007,N0014,N0015,1.8,-14.391,4.328,-0.1095,-0.085737,1.0,1.0,follow,forward
382,WP_E_C-007_F_000010,E_C-007_F,C-007,N0014,N0015,2.0,-14.192,4.306,-0.1402,-0.076695,1.0,1.0,follow,forward
383,WP_E_C-007_F_000011,E_C-007_F,C-007,N0014,N0015,2.2,-13.994,4.278,-0.1677,-0.068756,1.0,1.0,follow,forward
384,WP_E_C-007_F_000012,E_C-007_F,C-007,N0014,N0015,2.4,-13.797,4.245,-0.192,-0.060866,1.0,1.0,follow,forward
385,WP_E_C-007_F_000013,E_C-007_F,C-007,N0014,N0015,2.6,-13.601,4.206,-0.2136,-0.05405,1.0,1.0,follow,forward
386,WP_E_C-007_F_000014,E_C-007_F,C-007,N0014,N0015,2.8,-13.405,4.164,-0.2325,-0.047264,1.0,1.0,follow,forward
387,WP_E_C-007_F_000015,E_C-007_F,C-007,N0014,N0015,3.0,-13.211,4.118,-0.249,-0.04115,1.0,1.0,follow,forward
388,WP_E_C-007_F_000016,E_C-007_F,C-007,N0014,N0015,3.2,-13.017,4.069,-0.2632,-0.035436,1.0,1.0,follow,forward
389,WP_E_C-007_F_000017,E_C-007_F,C-007,N0014,N0015,3.4,-12.824,4.017,-0.2752,-0.030057,1.0,1.0,follow,forward
390,WP_E_C-007_F_000018,E_C-007_F,C-007,N0014,N0015,3.6,-12.631,3.962,-0.2852,-0.024967,1.0,1.0,follow,forward
391,WP_E_C-007_F_000019,E_C-007_F,C-007,N0014,N0015,3.8,-12.439,3.906,-0.2932,-0.02012,1.0,1.0,follow,forward
392,WP_E_C-007_F_000020,E_C-007_F,C-007,N0014,N0015,4.0,-12.248,3.848,-0.2994,-0.01547,1.0,1.0,follow,forward
393,WP_E_C-007_F_000021,E_C-007_F,C-007,N0014,N0015,4.2,-12.057,3.789,-0.3038,-0.010971,1.0,1.0,follow,forward
394,WP_E_C-007_F_000022,E_C-007_F,C-007,N0014,N0015,4.4,-11.866,3.729,-0.3064,-0.006579,1.0,1.0,follow,forward
395,WP_E_C-007_F_000023,E_C-007_F,C-007,N0014,N0015,4.6,-11.675,3.669,-0.3073,-0.002248,1.0,1.0,follow,forward
396,WP_E_C-007_F_000024,E_C-007_F,C-007,N0014,N0015,4.8,-11.485,3.608,-0.3065,0.002064,1.0,1.0,follow,forward
397,WP_E_C-007_F_000025,E_C-007_F,C-007,N0014,N0015,5.0,-11.294,3.548,-0.304,0.006402,1.0,1.0,follow,forward
398,WP_E_C-007_F_000026,E_C-007_F,C-007,N0014,N0015,5.2,-11.103,3.488,-0.2996,0.01081,1.0,1.0,follow,forward
399,WP_E_C-007_F_000027,E_C-007_F,C-007,N0014,N0015,5.4,-10.912,3.429,-0.2935,0.015333,1.0,1.0,follow,forward
400,WP_E_C-007_F_000028,E_C-007_F,C-007,N0014,N0015,5.6,-10.721,3.371,-0.2855,0.020017,1.0,1.0,follow,forward
401,WP_E_C-007_F_000029,E_C-007_F,C-007,N0014,N0015,5.8,-10.529,3.315,-0.2755,0.024908,1.0,1.0,follow,forward
402,WP_E_C-007_F_000030,E_C-007_F,C-007,N0014,N0015,6.0,-10.336,3.261,-0.2635,0.030053,1.0,1.0,follow,forward
403,WP_E_C-007_F_000031,E_C-007_F,C-007,N0014,N0015,6.2,-10.143,3.209,-0.2493,0.0355,1.0,1.0,follow,forward
404,WP_E_C-007_F_000032,E_C-007_F,C-007,N0014,N0015,6.4,-9.949,3.159,-0.2328,0.041317,1.0,1.0,follow,forward
405,WP_E_C-007_F_000033,E_C-007_F,C-007,N0014,N0015,6.6,-9.755,3.113,-0.2137,0.047726,1.0,1.0,follow,forward
406,WP_E_C-007_F_000034,E_C-007_F,C-007,N0014,N0015,6.8,-9.559,3.071,-0.192,0.054244,1.0,1.0,follow,forward
407,WP_E_C-007_F_000035,E_C-007_F,C-007,N0014,N0015,7.0,-9.363,3.032,-0.1673,0.061641,1.0,1.0,follow,forward
408,WP_E_C-007_F_000036,E_C-007_F,C-007,N0014,N0015,7.2,-9.166,2.999,-0.1396,0.069414,1.0,1.0,follow,forward
409,WP_E_C-007_F_000037,E_C-007_F,C-007,N0014,N0015,7.4,-8.968,2.971,-0.1084,0.077954,1.0,1.0,follow,forward
410,WP_E_C-007_F_000038,E_C-007_F,C-007,N0014,N0015,7.6,-8.769,2.95,-0.0737,0.086893,1.0,1.0,follow,forward
411,WP_E_C-007_F_000039,E_C-007_F,C-007,N0014,N0015,7.8,-8.57,2.935,-0.0351,0.09653,1.0,1.0,follow,forward
412,WP_E_C-007_F_000040,E_C-007_F,C-007,N0014,N0015,8.0,-8.37,2.928,0.0076,0.106644,1.0,1.0,follow,forward
413,WP_E_C-007_F_000041,E_C-007_F,C-007,N0014,N0015,8.2,-8.17,2.929,0.0544,0.117014,1.0,1.0,follow,forward
414,WP_E_C-007_F_000042,E_C-007_F,C-007,N0014,N0015,8.4,-7.97,2.94,0.1053,0.12737,1.0,1.0,follow,forward
415,WP_E_C-007_F_000043,E_C-007_F,C-007,N0014,N0015,8.6,-7.771,2.961,0.1602,0.137384,1.0,1.0,follow,forward
416,WP_E_C-007_F_000044,E_C-007_F,C-007,N0014,N0015,8.8,-7.574,2.993,0.2188,0.146559,1.0,1.0,follow,forward
417,WP_E_C-007_F_000045,E_C-007_F,C-007,N0014,N0015,9.0,-7.379,3.037,0.2805,0.154333,1.0,1.0,follow,forward
418,WP_E_C-007_F_000046,E_C-007_F,C-007,N0014,N0015,9.2,-7.186,3.092,0.3385,0.155146,1.0,1.0,follow,forward
419,WP_E_C-007_F_000047,E_C-007_F,C-007,N0014,N0015,9.373,-7.023,3.15,0.3385,0.155146,1.0,1.0,follow,forward
420,WP_E_C-007_R_000000,E_C-007_R,C-007,N0015,N0014,0.0,-7.023,3.15,-2.8031,-0.155146,1.0,1.0,follow,reverse
421,WP_E_C-007_R_000001,E_C-007_R,C-007,N0015,N0014,0.174,-7.186,3.092,-2.8611,-0.155146,1.0,1.0,follow,reverse
422,WP_E_C-007_R_000002,E_C-007_R,C-007,N0015,N0014,0.374,-7.379,3.037,-2.9228,-0.154333,1.0,1.0,follow,reverse
423,WP_E_C-007_R_000003,E_C-007_R,C-007,N0015,N0014,0.574,-7.574,2.993,-2.9814,-0.146559,1.0,1.0,follow,reverse
424,WP_E_C-007_R_000004,E_C-007_R,C-007,N0015,N0014,0.774,-7.771,2.961,-3.0363,-0.137384,1.0,1.0,follow,reverse
425,WP_E_C-007_R_000005,E_C-007_R,C-007,N0015,N0014,0.974,-7.97,2.94,-3.0872,-0.12737,1.0,1.0,follow,reverse
426,WP_E_C-007_R_000006,E_C-007_R,C-007,N0015,N0014,1.174,-8.17,2.929,-3.134,-0.117014,1.0,1.0,follow,reverse
427,WP_E_C-007_R_000007,E_C-007_R,C-007,N0015,N0014,1.374,-8.37,2.928,3.1065,-0.106644,1.0,1.0,follow,reverse
428,WP_E_C-007_R_000008,E_C-007_R,C-007,N0015,N0014,1.574,-8.57,2.935,3.0679,-0.09653,1.0,1.0,follow,reverse
429,WP_E_C-007_R_000009,E_C-007_R,C-007,N0015,N0014,1.774,-8.769,2.95,3.0332,-0.086893,1.0,1.0,follow,reverse
430,WP_E_C-007_R_000010,E_C-007_R,C-007,N0015,N0014,1.974,-8.968,2.971,3.002,-0.077954,1.0,1.0,follow,reverse
431,WP_E_C-007_R_000011,E_C-007_R,C-007,N0015,N0014,2.174,-9.166,2.999,2.9742,-0.069414,1.0,1.0,follow,reverse
432,WP_E_C-007_R_000012,E_C-007_R,C-007,N0015,N0014,2.373,-9.363,3.032,2.9496,-0.061641,1.0,1.0,follow,reverse
433,WP_E_C-007_R_000013,E_C-007_R,C-007,N0015,N0014,2.573,-9.559,3.071,2.9279,-0.054244,1.0,1.0,follow,reverse
434,WP_E_C-007_R_000014,E_C-007_R,C-007,N0015,N0014,2.773,-9.755,3.113,2.9088,-0.047726,1.0,1.0,follow,reverse
435,WP_E_C-007_R_000015,E_C-007_R,C-007,N0015,N0014,2.973,-9.949,3.159,2.8923,-0.041317,1.0,1.0,follow,reverse
436,WP_E_C-007_R_000016,E_C-007_R,C-007,N0015,N0014,3.173,-10.143,3.209,2.8781,-0.0355,1.0,1.0,follow,reverse
437,WP_E_C-007_R_000017,E_C-007_R,C-007,N0015,N0014,3.373,-10.336,3.261,2.8661,-0.030053,1.0,1.0,follow,reverse
438,WP_E_C-007_R_000018,E_C-007_R,C-007,N0015,N0014,3.573,-10.529,3.315,2.8561,-0.024908,1.0,1.0,follow,reverse
439,WP_E_C-007_R_000019,E_C-007_R,C-007,N0015,N0014,3.773,-10.721,3.371,2.8481,-0.020017,1.0,1.0,follow,reverse
440,WP_E_C-007_R_000020,E_C-007_R,C-007,N0015,N0014,3.973,-10.912,3.429,2.842,-0.015333,1.0,1.0,follow,reverse
441,WP_E_C-007_R_000021,E_C-007_R,C-007,N0015,N0014,4.173,-11.103,3.488,2.8376,-0.01081,1.0,1.0,follow,reverse
442,WP_E_C-007_R_000022,E_C-007_R,C-007,N0015,N0014,4.373,-11.294,3.548,2.8351,-0.006402,1.0,1.0,follow,reverse
443,WP_E_C-007_R_000023,E_C-007_R,C-007,N0015,N0014,4.573,-11.485,3.608,2.8342,-0.002064,1.0,1.0,follow,reverse
444,WP_E_C-007_R_000024,E_C-007_R,C-007,N0015,N0014,4.773,-11.675,3.669,2.8351,0.002248,1.0,1.0,follow,reverse
445,WP_E_C-007_R_000025,E_C-007_R,C-007,N0015,N0014,4.973,-11.866,3.729,2.8378,0.006579,1.0,1.0,follow,reverse
446,WP_E_C-007_R_000026,E_C-007_R,C-007,N0015,N0014,5.173,-12.057,3.789,2.8422,0.010971,1.0,1.0,follow,reverse
447,WP_E_C-007_R_000027,E_C-007_R,C-007,N0015,N0014,5.373,-12.248,3.848,2.8484,0.01547,1.0,1.0,follow,reverse
448,WP_E_C-007_R_000028,E_C-007_R,C-007,N0015,N0014,5.573,-12.439,3.906,2.8564,0.02012,1.0,1.0,follow,reverse
449,WP_E_C-007_R_000029,E_C-007_R,C-007,N0015,N0014,5.773,-12.631,3.962,2.8664,0.024967,1.0,1.0,follow,reverse
450,WP_E_C-007_R_000030,E_C-007_R,C-007,N0015,N0014,5.973,-12.824,4.017,2.8784,0.030057,1.0,1.0,follow,reverse
451,WP_E_C-007_R_000031,E_C-007_R,C-007,N0015,N0014,6.173,-13.017,4.069,2.8926,0.035436,1.0,1.0,follow,reverse
452,WP_E_C-007_R_000032,E_C-007_R,C-007,N0015,N0014,6.373,-13.211,4.118,2.909,0.04115,1.0,1.0,follow,reverse
453,WP_E_C-007_R_000033,E_C-007_R,C-007,N0015,N0014,6.573,-13.405,4.164,2.9279,0.047264,1.0,1.0,follow,reverse
454,WP_E_C-007_R_000034,E_C-007_R,C-007,N0015,N0014,6.773,-13.601,4.206,2.9496,0.05405,1.0,1.0,follow,reverse
455,WP_E_C-007_R_000035,E_C-007_R,C-007,N0015,N0014,6.973,-13.797,4.245,2.9739,0.060866,1.0,1.0,follow,reverse
456,WP_E_C-007_R_000036,E_C-007_R,C-007,N0015,N0014,7.173,-13.994,4.278,3.0014,0.068756,1.0,1.0,follow,reverse
457,WP_E_C-007_R_000037,E_C-007_R,C-007,N0015,N0014,7.373,-14.192,4.306,3.0321,0.076695,1.0,1.0,follow,reverse
458,WP_E_C-007_R_000038,E_C-007_R,C-007,N0015,N0014,7.573,-14.391,4.328,3.0664,0.085737,1.0,1.0,follow,reverse
459,WP_E_C-007_R_000039,E_C-007_R,C-007,N0015,N0014,7.773,-14.591,4.343,3.1043,0.094911,1.0,1.0,follow,reverse
460,WP_E_C-007_R_000040,E_C-007_R,C-007,N0015,N0014,7.973,-14.79,4.35,-3.137,0.104591,1.0,1.0,follow,reverse
461,WP_E_C-007_R_000041,E_C-007_R,C-007,N0015,N0014,8.173,-14.99,4.349,-3.0912,0.114603,1.0,1.0,follow,reverse
462,WP_E_C-007_R_000042,E_C-007_R,C-007,N0015,N0014,8.373,-15.19,4.339,-3.0414,0.124605,1.0,1.0,follow,reverse
463,WP_E_C-007_R_000043,E_C-007_R,C-007,N0015,N0014,8.573,-15.389,4.319,-2.9877,0.134261,1.0,1.0,follow,reverse
464,WP_E_C-007_R_000044,E_C-007_R,C-007,N0015,N0014,8.773,-15.587,4.289,-2.9305,0.143154,1.0,1.0,follow,reverse
465,WP_E_C-007_R_000045,E_C-007_R,C-007,N0015,N0014,8.973,-15.782,4.247,-2.8702,0.150815,1.0,1.0,follow,reverse
466,WP_E_C-007_R_000046,E_C-007_R,C-007,N0015,N0014,9.173,-15.975,4.193,-2.8075,0.156764,1.0,1.0,follow,reverse
467,WP_E_C-007_R_000047,E_C-007_R,C-007,N0015,N0014,9.373,-16.164,4.127,-2.8075,0.156764,1.0,1.0,follow,reverse
468,WP_E_L-011_F_000000,E_L-011_F,L-011,N0009,N0008,0.0,-14.282,9.597,-0.5485,0.0,1.0,1.0,follow,forward
469,WP_E_L-011_F_000001,E_L-011_F,L-011,N0009,N0008,0.2,-14.111,9.493,-0.5485,0.0,1.0,1.0,follow,forward
470,WP_E_L-011_F_000002,E_L-011_F,L-011,N0009,N0008,0.4,-13.941,9.389,-0.5485,-0.0,1.0,1.0,follow,forward
471,WP_E_L-011_F_000003,E_L-011_F,L-011,N0009,N0008,0.6,-13.77,9.285,-0.5485,0.0,1.0,1.0,follow,forward
472,WP_E_L-011_F_000004,E_L-011_F,L-011,N0009,N0008,0.8,-13.599,9.18,-0.5485,-0.0,1.0,1.0,follow,forward
473,WP_E_L-011_F_000005,E_L-011_F,L-011,N0009,N0008,1.0,-13.429,9.076,-0.5485,-0.0,1.0,1.0,follow,forward
474,WP_E_L-011_F_000006,E_L-011_F,L-011,N0009,N0008,1.2,-13.258,8.972,-0.5485,-0.0,1.0,1.0,follow,forward
475,WP_E_L-011_F_000007,E_L-011_F,L-011,N0009,N0008,1.4,-13.087,8.867,-0.5485,0.0,1.0,1.0,follow,forward
476,WP_E_L-011_F_000008,E_L-011_F,L-011,N0009,N0008,1.49,-13.011,8.821,-0.5485,0.0,1.0,1.0,follow,forward
477,WP_E_L-012_R_000000,E_L-012_R,L-012,N0001,N0016,0.0,0.554,1.473,1.9495,-0.0,1.0,1.0,follow,reverse
478,WP_E_L-012_R_000001,E_L-012_R,L-012,N0001,N0016,0.036,0.541,1.506,1.9495,-0.0,1.0,1.0,follow,reverse
479,WP_E_L-012_R_000002,E_L-012_R,L-012,N0001,N0016,0.236,0.467,1.691,1.9495,-0.0,1.0,1.0,follow,reverse
480,WP_E_L-012_R_000003,E_L-012_R,L-012,N0001,N0016,0.436,0.393,1.877,1.9495,0.0,1.0,1.0,follow,reverse
481,WP_E_L-012_R_000004,E_L-012_R,L-012,N0001,N0016,0.636,0.319,2.063,1.9495,0.0,1.0,1.0,follow,reverse
482,WP_E_L-012_R_000005,E_L-012_R,L-012,N0001,N0016,0.836,0.245,2.249,1.9495,0.0,1.0,1.0,follow,reverse
483,WP_E_L-012_R_000006,E_L-012_R,L-012,N0001,N0016,1.036,0.172,2.435,1.9495,-0.0,1.0,1.0,follow,reverse
484,WP_E_L-012_R_000007,E_L-012_R,L-012,N0001,N0016,1.236,0.098,2.621,1.9495,0.0,1.0,1.0,follow,reverse
485,WP_E_L-012_R_000008,E_L-012_R,L-012,N0001,N0016,1.436,0.024,2.806,1.9495,0.0,1.0,1.0,follow,reverse
486,WP_E_L-012_R_000009,E_L-012_R,L-012,N0001,N0016,1.636,-0.05,2.992,1.9495,0.0,1.0,1.0,follow,reverse
487,WP_E_L-012_R_000010,E_L-012_R,L-012,N0001,N0016,1.836,-0.124,3.178,1.9495,-0.0,1.0,1.0,follow,reverse
488,WP_E_L-012_R_000011,E_L-012_R,L-012,N0001,N0016,2.036,-0.198,3.364,1.9495,0.0,1.0,1.0,follow,reverse
489,WP_E_L-012_R_000012,E_L-012_R,L-012,N0001,N0016,2.236,-0.272,3.55,1.9495,-0.0,1.0,1.0,follow,reverse
490,WP_E_L-012_R_000013,E_L-012_R,L-012,N0001,N0016,2.436,-0.346,3.736,1.9495,-0.0,1.0,1.0,follow,reverse
491,WP_E_L-012_R_000014,E_L-012_R,L-012,N0001,N0016,2.636,-0.42,3.921,1.9495,0.0,1.0,1.0,follow,reverse
492,WP_E_L-012_R_000015,E_L-012_R,L-012,N0001,N0016,2.836,-0.494,4.107,1.9495,-0.0,1.0,1.0,follow,reverse
493,WP_E_L-012_R_000016,E_L-012_R,L-012,N0001,N0016,3.036,-0.568,4.293,1.9495,0.0,1.0,1.0,follow,reverse
494,WP_E_L-012_R_000017,E_L-012_R,L-012,N0001,N0016,3.236,-0.642,4.479,1.9495,0.0,1.0,1.0,follow,reverse
495,WP_E_L-012_R_000018,E_L-012_R,L-012,N0001,N0016,3.436,-0.716,4.665,1.9495,0.0,1.0,1.0,follow,reverse
